searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
pro plan для кошек urinary при проблемах с мочевыводящих путями	1	False	pro plan для кошек urinary при проблемах с мочевыводящих путями	0	0
pride	1	False	pride	0	0
power of nature active cat / farm mix (37/23)	1	False	power of nature active cat / farm mix (37/23)	0	0
power of nature active cat	1	False	power of nature active cat	0	0
power glo 30	1	False	power glo 30	0	0
plantamin	1	False	plantamin	0	0
pharmavac columbi	1	False	pharmavac columbi	0	0
petprofi	1	False	petprofi	0	0
pet profi	1	False	pet profi	0	0
osso	1	False	osso	0	0
origen	1	False	origen	0	0
organix	1	False	organix	0	0
ontario	1	False	ontario	0	0
only deer	1	False	only deer	0	0
omnipur	1	False	omnipur	0	0
nutrimix	1	False	nutrimix	0	0
now natural	1	False	now natural	0	0
nero gold	1	False	nero gold	0	0
neo omega	1	False	neo omega	0	0
nature's table	1	False	nature's table	0	0
nature croc	1	False	nature croc	0	0
naturcroq lamm&reis	1	False	naturcroq lamm&reis	0	0
my healthy pet	1	False	my healthy pet	0	0
multi-vitamin Paste Extra	1	False	multi-vitamin Paste Extra	0	0
multi бокс для рулетки flexi	1	False	multi бокс для рулетки flexi	0	0
mr. gee сухой шампунь	1	False	mr. gee сухой шампунь	0	0
mother babycat паштет	1	False	mother babycat паштет	0	0
monge dermatosis	1	False	monge dermatosis	0	0
metabolic hill's для кошек	1	False	metabolic hill's для кошек	0	0
meradog welpmix	1	False	meradog welpmix	0	0
mein coon	1	False	mein coon	0	0
meal feel	1	False	meal feel	0	0
manado	1	False	manado	0	0
mamyNat	1	False	mamyNat	0	0
maltsoft	1	False	maltsoft	0	0
malt soft	1	False	malt soft	0	0
malt paste	1	False	malt paste	0	0
little one green	1	False	little one green	0	0
la cuisine	1	False	la cuisine	0	0
kidney care	1	False	kidney care	0	0
karmy	1	False	karmy	0	0
junior geflugel	1	False	junior geflugel	0	0
innova evo	1	False	innova evo	0	0
innova	1	False	innova	0	0
indoor atlantik	1	False	indoor atlantik	0	0
icelandpet	1	False	icelandpet	0	0
hurta	1	False	hurta	0	0
https://www.mirkorma.ru/catalog/konservy-dlya-koshek/happy-cat-happy-cat-edel-ket-konservy-dlya-kosh	1	False	https://www.mirkorma.ru/catalog/konservy-dlya-koshek/happy-cat-happy-cat-edel-ket-konservy-dlya-kosh	0	0
holistic для кошки	1	False	holistic для кошки	0	0
holistic bland	1	False	holistic bland	0	0
hills с кроликом для собак	1	False	hills с кроликом для собак	0	0
hills sterilised cat старше 6 лет	1	False	hills sterilised cat старше 6 лет	0	0
hills i/d для собак	1	False	hills i/d для собак	0	0
hills gaastrointestinal	1	False	hills gaastrointestinal	0	0
hill's+ duck & ric	1	False	hill's+ duck & ric	0	0
hill's ягнёнок	1	False	hill's ягнёнок	0	0
hill's young adult	1	False	hill's young adult	0	0
hill's urinary	1	False	hill's urinary	0	0
hill's prescription diet metabolic weight management	1	False	hill's prescription diet metabolic weight management	0	0
hill's prescription diet d/d duck & ric	1	False	hill's prescription diet d/d duck & ric	0	0
hill's ideal balance	1	False	hill's ideal balance	0	0
hill s w/d банка	1	False	hill s w/d банка	0	0
hill s sterilised cat старше 6 лет	1	False	hill s sterilised cat старше 6 лет	0	0
hill s metabolic urinary	1	False	hill s metabolic urinary	0	0
happy dog сеньор	1	False	happy dog сеньор	0	0
happy dog vet diet renal	1	False	happy dog vet diet renal	0	0
happy dog flakes	1	False	happy dog flakes	0	0
happy cat urinary	1	False	happy cat urinary	0	0
gymcat	1	False	gymcat	0	0
guabi	1	False	guabi	0	0
grim cat	1	False	grim cat	0	0
grandson	1	False	grandson	0	0
grandorf rabbit and rice recipe	1	False	grandorf rabbit and rice recipe	0	0
gino	1	False	gino	0	0
gigwi	1	False	gigwi	0	0
georplast mid rectangular	1	False	georplast mid rectangular	0	0
general tonik	1	False	general tonik	0	0
general tonic	1	False	general tonic	0	0
geflugel	1	False	geflugel	0	0
freshstap	1	False	freshstap	0	0
fresh step exstrem	1	False	fresh step exstrem	0	0
for my dogs	1	False	for my dogs	0	0
flatazor	1	False	flatazor	0	0
fitwel	1	False	fitwel	0	0
fitmin for life	1	False	fitmin for life	0	0
firwelt	1	False	firwelt	0	0
firwell	1	False	firwell	0	0
first	1	False	first	0	0
fiber	1	False	fiber	0	0
ferplast siesta deluxe	1	False	ferplast siesta deluxe	0	0
ferplast	1	False	ferplast	0	0
fb31	1	False	fb31	0	0
farmina для собак диета	1	False	farmina для собак диета	0	0
farmina для кошек struvite	1	False	farmina для кошек struvite	0	0
farmina urinary	1	False	farmina urinary	0	0
farmina struvit	1	False	farmina struvit	0	0
eukanuba oxalate urinary formula	1	False	eukanuba oxalate urinary formula	0	0
eukanuba oxalate	1	False	eukanuba oxalate	0	0
eterinary Diet Recovery	1	False	eterinary Diet Recovery	0	0
essential 6	1	False	essential 6	0	0
essential	1	False	essential	0	0
eheim	1	False	eheim	0	0
eggtion	1	False	eggtion	0	0
eagle	1	False	eagle	0	0
duo malt paste	1	False	duo malt paste	0	0
duke’ s farm	1	False	duke’ s farm	0	0
dukes	1	False	dukes	0	0
dront	1	False	dront	0	0
dog show	1	False	dog show	0	0
dog lunch	1	False	dog lunch	0	0
doctor vic	1	False	doctor vic	0	0
dilly	1	False	dilly	0	0
cibau	1	False	cibau	0	0
ceva	1	False	ceva	0	0
cat step	1	False	cat step	0	0
cat show	1	False	cat show	0	0
carnilolove	1	False	carnilolove	0	0
carefresh	1	False	carefresh	0	0
canagan	1	False	canagan	0	0
canada litter.	1	False	canada litter.	0	0
calming	1	False	calming	0	0
bpzita	1	False	bpzita	0	0
botulax	1	False	botulax	0	0
bio-groom	1	False	bio-groom	0	0
bigdog	1	False	bigdog	0	0
biba	1	False	biba	0	0
best чейз	1	False	best чейз	0	0
best dinnerСухой корм для	1	False	best dinnerСухой корм для	0	0
best dinner super premium	1	False	best dinner super premium	0	0
bentonite	1	False	bentonite	0	0
beam spot	1	False	beam spot	0	0
bazita	1	False	bazita	0	0
bayer advantage	1	False	bayer advantage	0	0
atlantik	1	False	atlantik	0	0
arthro active	1	False	arthro active	0	0
artemia	1	False	artemia	0	0
annimonda	1	False	annimonda	0	0
almo nature сухой корм	1	False	almo nature сухой корм	0	0
almo nature cat litter	1	False	almo nature cat litter	0	0
alma natura	1	False	alma natura	0	0
algu	1	False	algu	0	0
algostop depot	1	False	algostop depot	0	0
agro	1	False	agro	0	0
advantage bayer	1	False	advantage bayer	0	0
advantage	1	False	advantage	0	0
abba	1	False	abba	0	0
aatu	1	False	aatu	0	0
Wolmar	1	False	Wolmar	0	0
WildCat Etosha	1	False	WildCat Etosha	0	0
Wellnes	1	False	Wellnes	0	0
Vyio	1	False	Vyio	0	0
Vijo	1	False	Vijo	0	0
Veterinary Diets HP	1	False	Veterinary Diets HP	0	0
VetExpert	1	False	VetExpert	0	0
Uro Ursi	1	False	Uro Ursi	0	0
Trixie Miguel	1	False	Trixie Miguel	0	0
Tooth brush	1	False	Tooth brush	0	0
Tetra тумба	1	False	Tetra тумба	0	0
Tetra medica	1	False	Tetra medica	0	0
Tetra medic	1	False	Tetra medic	0	0
Tetra co2 plus	1	False	Tetra co2 plus	0	0
Tetra AquaSafe	1	False	Tetra AquaSafe	0	0
Superflex Inform Nutrition	1	False	Superflex Inform Nutrition	0	0
Summit	1	False	Summit	0	0
Stronghold (Справочная информация - Производители)	1	False	Stronghold (Справочная информация - Производители)	0	0
Stride	1	False	Stride	0	0
Stress	1	False	Stress	0	0
Spectra	1	False	Spectra	0	0
Silitter	1	False	Silitter	0	0
Shisir	1	False	Shisir	0	0
Sheizir	1	False	Sheizir	0	0
Sera med pfessional	1	False	Sera med pfessional	0	0
Sera fil Bioactive 130	1	False	Sera fil Bioactive 130	0	0
Sentry	1	False	Sentry	0	0
Savour Sensation	1	False	Savour Sensation	0	0
Savic Biba	1	False	Savic Biba	0	0
Savers	1	False	Savers	0	0
Satiety balance	1	False	Satiety balance	0	0
Sani Cat	1	False	Sani Cat	0	0
SHOW TECH	1	False	SHOW TECH	0	0
SAVARRA Adult Cat Duck/Rice	1	False	SAVARRA Adult Cat Duck/Rice	0	0
Royal-canin puppy	1	False	Royal-canin puppy	0	0
Royal canon sterilised	1	False	Royal canon sterilised	0	0
Royal canon	1	False	Royal canon	0	0
Royal canin сухой корм	1	False	Royal canin сухой корм	0	0
Royal canin для болонок	1	False	Royal canin для болонок	0	0
Royal cabin puppy	1	False	Royal cabin puppy	0	0
Royal cabin hepatic	1	False	Royal cabin hepatic	0	0
Royal Canin тунец	1	False	Royal Canin тунец	0	0
Royal Canin индейка	1	False	Royal Canin индейка	0	0
Royal Canin Veterinary Diet Urinary S/O	1	False	Royal Canin Veterinary Diet Urinary S/O	0	0
Royal Canin Starter giant	1	False	Royal Canin Starter giant	0	0
Royal Canin SPECIAL Exigent 35/30	1	False	Royal Canin SPECIAL Exigent 35/30	0	0
Royal Canin Renal RF23, 2 кг	1	False	Royal Canin Renal RF23, 2 кг	0	0
Royal Canin Renal RF23	1	False	Royal Canin Renal RF23	0	0
Royal Canin Queen	1	False	Royal Canin Queen	0	0
Royal Canin Mobility Support	1	False	Royal Canin Mobility Support	0	0
Royal Canin Mobility	1	False	Royal Canin Mobility	0	0
Royal Canin Mini Dermacomfort	1	False	Royal Canin Mini Dermacomfort	0	0
Royal Canin Maxi Ageing	1	False	Royal Canin Maxi Ageing	0	0
Royal Canin Giant Junior	1	False	Royal Canin Giant Junior	0	0
Royal Canin Anallergenic	1	False	Royal Canin Anallergenic	0	0
Revolution	1	False	Revolution	0	0
Relaxivet	1	False	Relaxivet	0	0
ROYAL CANIN BENGAL ADULT	1	False	ROYAL CANIN BENGAL ADULT	0	0
ROYAL CANIN ANALLERGENIC	1	False	ROYAL CANIN ANALLERGENIC	0	0
Pyssi	1	False	Pyssi	0	0
Putin’s	1	False	putin’ s	0	0
Push to mute	1	False	Push to mute	0	0
PurinaNF	1	False	PurinaNF	0	0
Purina пачки	1	False	Purina пачки	0	0
Purina Veterinary Diets EN ST/OX	1	False	Purina Veterinary Diets EN ST/OX	0	0
Purina Pro Plan Veterinary Diets DM паучи	1	False	Purina Pro Plan Veterinary Diets DM паучи	0	0
Purina Cat Chow Feline 3 in 1	1	False	Purina Cat Chow Feline 3 in 1	0	0
