searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
orig	1	False	orig	4	4
monge для собак с курицей	1	False	monge для собак с курицей	4	4
minkas	1	False	minkas	4	4
milbe	1	False	milbe	4	4
meradog	1	False	meradog	4	4
mera	1	False	mera	4	4
maine coone	1	False	maine coone	4	4
happy cat ягненок	1	False	happy cat ягненок	4	4
happy cat паштет	1	False	happy cat паштет	4	4
Royal canin диабет	1	False	Royal canin диабет	4	4
Royal Canin Starter	1	False	Royal Canin Starter	4	4
Royal Canin Senior Consult Stage 1	1	False	Royal Canin Senior Consult Stage 1	4	4
Royal Canin Renal	1	False	Royal Canin Renal	4	4
Purina pro plan delicate	1	False	Purina pro plan delicate	4	4
Pro Plan Veterinary Diets EN Gastrointest	1	False	Pro Plan Veterinary Diets EN Gastrointest	4	4
Pro Plan Nutrisavour Steril	1	False	Pro Plan Nutrisavour Steril	4	4
Party Mix	1	False	Party Mix	4	4
Ms kiss	1	False	Ms kiss	4	4
Monge Speciality Line Lamb Adult	1	False	Monge Speciality Line Lamb Adult	4	4
Meradog	1	False	Meradog	4	4
Mera	1	False	Mera	4	4
MEDIUM PUPPY	1	False	MEDIUM PUPPY	4	4
Happy cat minkas	1	False	Happy cat minkas	4	4
Exigent	1	False	Exigent	4	4
Brit для котят	1	False	Brit для котят	4	4
Brit care для собак	1	False	Brit care для собак	4	4
 для вывода шерсти	1	False	для вывода шерсти	4	4
яйцо	1	False	яйцо	3	3
хрустики	1	False	хрустики	3	3
уход за зубами	1	False	уход за зубами	3	3
тренировочный снаряд puller	1	False	тренировочный снаряд puller	3	3
трапеза	1	False	трапеза	3	3
страус	1	False	страус	3	3
силиттер	1	False	силиттер	3	3
рубец	1	False	рубец	3	3
профенд	1	False	профенд	3	3
подстилки	1	False	подстилки	3	3
подставка под миску	1	False	подставка под миску	3	3
плед	1	False	плед	3	3
пастбищн	1	False	пастбищн	3	3
натуральный корм для кошек	1	False	натуральный корм для кошек	3	3
натуральный   корм  для  кошек	1	False	натуральный корм для кошек	3	3
наполнитель силикагелевый силиттер	1	False	наполнитель силикагелевый силиттер	3	3
наполнитель кузя	1	False	наполнитель кузя	3	3
наполнители для туалетов cats best	1	False	наполнители для туалетов cats best	3	3
крысы	1	False	крысы	3	3
корм для хорьков	1	False	корм для хорьков	3	3
консервы almo nature legend 75 мяса для кошек с тунцом и кальмарами(70 г)	1	False	консервы almo nature legend 75 мяса для кошек с тунцом и кальмарами(70 г)	3	3
консервированный корм для котят	1	False	консервированный корм для котят	3	3
килтикс	1	False	килтикс	3	3
килти	1	False	килти	3	3
доброзверики	1	False	доброзверики	3	3
для жесткошерстных	1	False	для жесткошерстных	3	3
деревянная	1	False	деревянная	3	3
Шампунь для хорьков	1	False	Шампунь для хорьков	3	3
Шампунь для котят	1	False	Шампунь для котят	3	3
ХОРЬКИ	1	False	ХОРЬКИ	3	3
Страус	1	False	Страус	3	3
Средство от глистов для кошек	1	False	Средство от глистов для кошек	3	3
Переноска для собак	1	False	Переноска для собак	3	3
Наполнитель кузя	1	False	Наполнитель кузя	3	3
Наполнитель зооник	1	False	Наполнитель зооник	3	3
Наполнитель Dr.Elsey	1	False	Наполнитель Dr.Elsey	3	3
Миска на подставке	1	False	Миска на подставке	3	3
Лакомства для шенков	1	False	Лакомства для шенков	3	3
Крысы	1	False	Крысы	3	3
Корм йорк	1	False	Корм йорк	3	3
Корм Purina Pro Plan Veterinary Diets (UR) Urinary	1	False	Корм Purina Pro Plan Veterinary Diets (UR) Urinary	3	3
Доброзверики	1	False	Доброзверики	3	3
Для стерилизованных собак	1	False	Для стерилизованных собак	3	3
Дирофен	1	False	Дирофен	3	3
Диронет	1	False	Диронет	3	3
Бычье	1	False	Бычье	3	3
royal canin для собак urinary	1	False	royal canin для собак urinary	3	3
royal canin satiety weight	1	False	royal canin satiety weight	3	3
royal canin ageing 12	1	False	royal canin ageing 12	3	3
pro plan nf renal function veterinary diets	1	False	pro plan nf renal function veterinary diets	3	3
kitten instinctive	1	False	kitten instinctive	3	3
happy cat indoor	1	False	happy cat indoor	3	3
green	1	False	green	3	3
denta stix	1	False	denta stix	3	3
acana breed	1	False	acana breed	3	3
Satiety	1	False	Satiety	3	3
Royal Canin British Shorthair	1	False	Royal Canin British Shorthair	3	3
Purina Pro Plan Veterinary Diets (NF)	1	False	Purina Pro Plan Veterinary Diets (NF)	3	3
NF Renal Function	1	False	NF Renal Function	3	3
NESTOR	1	False	NESTOR	3	3
Hills metabolic	1	False	Hills metabolic	3	3
Happy Cat Supreme Fit&Well Adult Sterilised	1	False	Happy Cat Supreme Fit&Well Adult Sterilised	3	3
Bolfo	1	False	Bolfo	3	3
Acana для кошек	1	False	Acana для кошек	3	3
 крыса	1	False	крыса	3	3
 килтикс	1	False	килтикс	3	3
 Hill's Prescription Diet Metabolic	1	False	hill's prescription diet metabolic	3	3
цистит	1	False	цистит	2	2
фитэкс	1	False	фитэкс	2	2
ухо говя	1	False	ухо говя	2	2
утка с морковью	1	False	утка с морковью	2	2
угловой	1	False	угловой	2	2
сухой корм для котят	1	False	сухой корм для котят	2	2
струвиты	1	False	струвиты	2	2
спрей приучение	1	False	спрей приучение	2	2
соломка	1	False	соломка	2	2
свинка	1	False	свинка	2	2
при мочекаменной болезни корм у кошек	1	False	при мочекаменной болезни корм у кошек	2	2
пелёнки	1	False	пелёнки	2	2
нога	1	False	нога	2	2
наполнитель fresh step	1	False	наполнитель fresh step	2	2
мощный	1	False	мощный	2	2
молоко	1	False	молоко	2	2
мальт-паста	1	False	мальт-паста	2	2
ликвидатор	1	False	ликвидатор	2	2
лежанки для кошек	1	False	лежанки для кошек	2	2
лапки кур	1	False	лапки кур	2	2
кормушка собак	1	False	кормушка собак	2	2
колесов	1	False	колесов	2	2
гельмимакс 4	1	False	гельмимакс 4	2	2
гельмимакс 20	1	False	гельмимакс 20	2	2
боль	1	False	боль	2	2
барс форте для кошек	1	False	барс форте для кошек	2	2
Тонн	1	False	Тонн	2	2
Суфле best dinner	1	False	Суфле best dinner	2	2
Сумка	1	False	Сумка	2	2
Стоп-Цистит	1	False	Стоп-Цистит	2	2
Рулетка Flexi New Classic Extra Small Red 3 м. для собак, кошек и других мелких животных до 12 кг	1	False	Рулетка Flexi New Classic Extra Small Red 3 м. для собак, кошек и других мелких животных до 12 кг	2	2
Плот	1	False	Плот	2	2
Пелёнка	1	False	Пелёнка	2	2
Паучи Royal Canin Senior Consult Stage 1 WET для кошек старше 7 лет, не имеющих признаков старения	1	False	Паучи Royal Canin Senior Consult Stage 1 WET для кошек старше 7 лет, не имеющих признаков старения	2	2
Паста для выведения	1	False	Паста для выведения	2	2
Ликвидатор запаха	1	False	Ликвидатор запаха	2	2
Корм Purina Pro Plan Veterinary Diets (EN) Gastroi	1	False	Корм Purina Pro Plan Veterinary Diets (EN) Gastroi	2	2
Комкующийся наполнитель earth pet	1	False	Комкующийся наполнитель earth pet	2	2
Для ушей	1	False	Для ушей	2	2
Гельмимакс	1	False	Гельмимакс	2	2
Барс  Форте  для кошек	1	False	барс форте для кошек	2	2
БАРС СПРЕЙ ДЛЯ СОБАК	1	False	БАРС СПРЕЙ ДЛЯ СОБАК	2	2
Алезан	1	False	Алезан	2	2
Адвантейдж	1	False	Адвантейдж	2	2
АСД АНТИСЕПТИК	1	False	АСД АНТИСЕПТИК	2	2
struvit	1	False	struvit	2	2
royal конин для кострированых котов сухой корм	1	False	royal конин для кострированых котов сухой корм	2	2
royal canin+ dog	1	False	royal canin+ dog	2	2
royal canin для сфинксов	1	False	royal canin для сфинксов	2	2
royal canin convalescence support	1	False	royal canin convalescence support	2	2
rolife Holistic Senior	1	False	rolife Holistic Senior	2	2
purina pro plan veterinary diets (ha)	1	False	purina pro plan veterinary diets (ha)	2	2
purina om для собак	1	False	purina om для собак	2	2
pro plan кролик	1	False	pro plan кролик	2	2
monge duck	1	False	monge duck	2	2
metabolic hill's	1	False	metabolic hill's	2	2
hill's science plan для пожилых собак	1	False	hill's science plan для пожилых собак	2	2
happy dog новая зеландия	1	False	happy dog новая зеландия	2	2
happy dog мелких пород	1	False	happy dog мелких пород	2	2
happy dog profi-line	1	False	happy dog profi-line	2	2
fruttycat	1	False	fruttycat	2	2
farmina для котят	1	False	farmina для котят	2	2
farmina vet life hypoallergenic	1	False	farmina vet life hypoallergenic	2	2
ente	1	False	ente	2	2
duo active	1	False	duo active	2	2
brewer	1	False	brewer	2	2
Vet Hepatic	1	False	Vet Hepatic	2	2
Tetra Flakes	1	False	Tetra Flakes	2	2
Shuttle	1	False	Shuttle	2	2
Royal Canin Persian Kitten	1	False	Royal Canin Persian Kitten	2	2
Royal Canin Maxi Adult	1	False	Royal Canin Maxi Adult	2	2
Royal Canin Hypoallergenic DR21	1	False	Royal Canin Hypoallergenic DR21	2	2
Royal Canin British Shorthair Adult	1	False	Royal Canin British Shorthair Adult	2	2
Purina om для собак	1	False	Purina om для собак	2	2
Purina ha diet	1	False	Purina ha diet	2	2
Prolife Holistic Giant Chicken & Rice	1	False	Prolife Holistic Giant Chicken & Rice	2	2
Pro Plan Light	1	False	Pro Plan Light	2	2
PROLIFE Puppy Sensitive	1	False	PROLIFE Puppy Sensitive	2	2
Nature's Best	1	False	Nature's Best	2	2
Nature best	1	False	Nature best	2	2
NEUSEELAND	1	False	NEUSEELAND	2	2
N1 CRYSTALS	1	False	N1 CRYSTALS	2	2
MAXI PUPPY	1	False	MAXI PUPPY	2	2
Happy cat утка	1	False	Happy cat утка	2	2
Foresto	1	False	Foresto	2	2
ChappI	1	False	ChappI	2	2
Cats best	1	False	Cats best	2	2
Advance	1	False	Advance	2	2
 пеленки для животных	1	False	пеленки для животных	2	2
 cats best	1	False	cats best	2	2
черепашки	1	False	черепашки	1	1
фронтлайн для кошек	1	False	фронтлайн для кошек	1	1
уши кроличьи	1	False	уши кроличьи	1	1
уход за шерстью	1	False	уход за шерстью	1	1
туалеты для собак	1	False	туалеты для собак	1	1
сухой корм для крупных кошек	1	False	сухой корм для крупных кошек	1	1
сумка-переноска	1	False	сумка-переноска	1	1
силикагель	1	False	силикагель	1	1
просо	1	False	просо	1	1
подушечки для выведения шерсти	1	False	подушечки для выведения шерсти	1	1
паучи pro plan sterilised	1	False	паучи pro plan sterilised	1	1
паучи hill's prescription diet c/d	1	False	паучи hill's prescription diet c/d	1	1
паста для выведения шерсти у кошек gim	1	False	паста для выведения шерсти у кошек gim	1	1
паста для выведения шерсти у кошек	1	False	паста для выведения шерсти у кошек	1	1
от погрызов	1	False	от погрызов	1	1
нора меховая	1	False	нора меховая	1	1
неразлучники	1	False	неразлучники	1	1
наполнитель №1 силикагель	1	False	наполнитель №1 силикагель	1	1
миски для собак	1	False	миски для собак	1	1
медальон	1	False	медальон	1	1
масти	1	False	масти	1	1
лосьон для ушей собак	1	False	лосьон для ушей собак	1	1
лосьон	1	False	лосьон	1	1
лежак капучино	1	False	лежак капучино	1	1
крем Алезан	1	False	крем Алезан	1	1
корм для собак royal для стер	1	False	корм для собак royal для стер	1	1
корм для собак monge speciality hypoallergenic	1	False	корм для собак monge speciality hypoallergenic	1	1
корм для раков	1	False	корм для раков	1	1
корм для водных черепах	1	False	корм для водных черепах	1	1
корм happy dog naturcroq senior	1	False	корм happy dog naturcroq senior	1	1
колтунорез	1	False	колтунорез	1	1
клубок	1	False	клубок	1	1
кальций	1	False	кальций	1	1
игрушка утка	1	False	игрушка утка	1	1
игрушка удочка	1	False	игрушка удочка	1	1
декта	1	False	декта	1	1
гуппи	1	False	гуппи	1	1
гриб	1	False	гриб	1	1
гребень	1	False	гребень	1	1
горох	1	False	горох	1	1
водоросли	1	False	водоросли	1	1
ветелакт	1	False	ветелакт	1	1
башмачок	1	False	башмачок	1	1
барс для котят	1	False	барс для котят	1	1
бабочка	1	False	бабочка	1	1
антигельминтик для котят	1	False	антигельминтик для котят	1	1
ЭКС-7,5	1	False	ЭКС-7,5	1	1
Шампунь луговой	1	False	Шампунь луговой	1	1
Цепь	1	False	Цепь	1	1
ФИЛЬТРЫ	1	False	ФИЛЬТРЫ	1	1
Счастливые лапки	1	False	Счастливые лапки	1	1
Силикагель	1	False	Силикагель	1	1
Рыбка петухов	1	False	Рыбка петухов	1	1
Рулетка GIANT М	1	False	Рулетка GIANT М	1	1
Рулетка Flexi New Classic Extra Small Black 3 м. для собак, кошек и других мелких животных до 12 кг	1	False	Рулетка Flexi New Classic Extra Small Black 3 м. для собак, кошек и других мелких животных до 12 кг	1	1
Паучи Royal Canin Renal для кошек при ХПН с курицей(85 г)	1	False	Паучи Royal Canin Renal для кошек при ХПН с курицей(85 г)	1	1
Паучи Royal Canin Renal для кошек при ХПН с говядиной(85 г)	1	False	Паучи Royal Canin Renal для кошек при ХПН с говядиной(85 г)	1	1
Паучи Royal Canin Intense Beauty (в желе) для взрослых кошек, поддержание красоты шерсти	1	False	Паучи Royal Canin Intense Beauty (в желе) для взрослых кошек, поддержание красоты шерсти	1	1
Паучи Royal Canin Instinctive  7 (в соусе) для взрослых кошек старше 7 лет(85 г)	1	False	Паучи Royal Canin Instinctive  7 (в соусе) для взрослых кошек старше 7 лет(85 г)	1	1
Пакеты	1	False	Пакеты	1	1
Отучение гадить	1	False	Отучение гадить	1	1
Оскар	1	False	Оскар	1	1
Новогодний набор 3 1	1	False	Новогодний набор 3 1	1	1
Наша марка гипоаллергенный	1	False	Наша марка гипоаллергенный	1	1
Лоток для кошки	1	False	Лоток для кошки	1	1
Лакомство Titbit для собак. Легкое говяжье XL	1	False	Лакомство Titbit для собак. Легкое говяжье XL	1	1
Лакомство Beaphar Vit Bits с мультивитаминной пастой для кошек	1	False	Лакомство Beaphar Vit Bits с мультивитаминной пастой для кошек	1	1
Крем-суп для кошек "Edel Cat", с лососем	1	False	Крем-суп для кошек "Edel Cat", с лососем	1	1
Кормушка для рыб	1	False	Кормушка для рыб	1	1
Кормовые	1	False	Кормовые	1	1
Корм для кошек крупных пород	1	False	Корм для кошек крупных пород	1	1
Корм Wahre	1	False	Корм Wahre	1	1
Корм Royal Canin Hair & Skin Care для взрослых кошек	1	False	Корм Royal Canin Hair & Skin Care для взрослых кошек	1	1
Корм Royal Canin Hair & Skin Care	1	False	Корм Royal Canin Hair & Skin Care	1	1
Корм Royal Canin Gastro Intestinal Moderate Calorie для кошек при нарушеиях ЖКТ	1	False	Корм Royal Canin Gastro Intestinal Moderate Calorie для кошек при нарушеиях ЖКТ	1	1
Корм Royal Canin Ageing 12+ для стареющих кошек старше 12 лет (2 кг)	1	False	Корм Royal Canin Ageing 12+ для стареющих кошек старше 12 лет (2 кг)	1	1
Корм Royal Canin Ageing 12  для стареющих кошек старше 12 лет (2 кг)	1	False	Корм Royal Canin Ageing 12  для стареющих кошек старше 12 лет (2 кг)	1	1
Корм Purina Pro Plan Veterinary Diets (DM) Diabetes Management для кошек	1	False	Корм Purina Pro Plan Veterinary Diets (DM) Diabetes Management для кошек	1	1
Корм Monge Speciality Line Lamb Adult для взрослых собак всех пород с ягненком, рисом и картофелем	1	False	Корм Monge Speciality Line Lamb Adult для взрослых собак всех пород с ягненком, рисом и картофелем	1	1
Корм Hill's Science Plan Mature Adult 7+ Tuna	1	False	Корм Hill's Science Plan Mature Adult 7+ Tuna	1	1
Корм Hill's Science Plan Mature Adult 7  Tuna для пожилых кошек с тунцом	1	False	Корм Hill's Science Plan Mature Adult 7  Tuna для пожилых кошек с тунцом	1	1
Корм Hill's Science Plan Kitten Healthy Development Tuna	1	False	Корм Hill's Science Plan Kitten Healthy Development Tuna	1	1
Корм Hill's Science Plan Adult для взрослых собак с тунцом и рисом	1	False	Корм Hill's Science Plan Adult для взрослых собак с тунцом и рисом	1	1
Корм Happy Dog Supreme Fit&Well Adult Medium	1	False	Корм Happy Dog Supreme Fit&Well Adult Medium	1	1
Корм Happy Dog Medium Baby	1	False	Корм Happy Dog Medium Baby	1	1
Корм Happy Dog Baby Lamb & Rice для щенков крупнпн	1	False	Корм Happy Dog Baby Lamb & Rice для щенков крупнпн	1	1
Контейнеры	1	False	Контейнеры	1	1
Контейнер	1	False	Контейнер	1	1
Когтеточка Лежанка с лестницей (115 см)	1	False	Когтеточка Лежанка с лестницей (115 см)	1	1
Капли против блох+ для собак	1	False	Капли против блох+ для собак	1	1
Капли против блох и клещей для собак	1	False	Капли против блох и клещей для собак	1	1
Капли от блох для собак	1	False	Капли от блох для собак	1	1
Кальций	1	False	Кальций	1	1
КОРМ ДЛЯ СОБАК СТАРШЕ 7 ЛЕТ СРЕДНИХ И КРУПНЫХ ПОРОД С ЧУВСТВИТЕЛЬНОЙ КОЖЕЙ PRO PLAN "ADULT 7  MEDIUM	1	False	КОРМ ДЛЯ СОБАК СТАРШЕ 7 ЛЕТ СРЕДНИХ И КРУПНЫХ ПОРОД С ЧУВСТВИТЕЛЬНОЙ КОЖЕЙ PRO PLAN "ADULT 7  MEDIUM	1	1
Гель	1	False	Гель	1	1
Бычий корень	1	False	Бычий корень	1	1
Бриллиантовые глаза	1	False	Бриллиантовые глаза	1	1
Асд-2	1	False	Асд-2	1	1
Анти стресс	1	False	Анти стресс	1	1
stronghold для кошек	1	False	stronghold для кошек	1	1
sport	1	False	sport	1	1
smart cat	1	False	smart cat	1	1
selection	1	False	selection	1	1
savarra для котят	1	False	savarra для котят	1	1
royal canin для стерилизованных собак мелких пород	1	False	royal canin для стерилизованных собак мелких пород	1	1
royal canin для стерелизованных кошек	1	False	royal canin для стерелизованных кошек	1	1
royal canin для кошек паучи 12	1	False	royal canin для кошек паучи 12	1	1
royal canin starter mini для собак	1	False	royal canin starter mini для собак	1	1
royal canin sphynx	1	False	royal canin sphynx	1	1
royal canin savour exigent	1	False	royal canin savour exigent	1	1
royal canin renal собак	1	False	royal canin renal собак	1	1
royal canin hypoallergenic small dog	1	False	royal canin hypoallergenic small dog	1	1
recovery	1	False	recovery	1	1
pi-pi	1	False	pi-pi	1	1
oval	1	False	oval	1	1
mother babycat	1	False	mother babycat	1	1
monge salmon	1	False	monge salmon	1	1
hills sterilised cat	1	False	hills sterilised cat	1	1
hill's perfect	1	False	hill's perfect	1	1
happy dog renal	1	False	happy dog renal	1	1
happy dog mini africa	1	False	happy dog mini africa	1	1
happy dog intestinal	1	False	happy dog intestinal	1	1
happy dog baby original	1	False	happy dog baby original	1	1
grand in	1	False	grand in	1	1
gastro intestinal moderate calorie gim35	1	False	gastro intestinal moderate calorie gim35	1	1
fibre ля кошек	1	False	fibre ля кошек	1	1
fibre 23	1	False	fibre 23	1	1
deter	1	False	deter	1	1
british shorthair kitten	1	False	british shorthair kitten	1	1
bosch sensitive (lamb & rice)	1	False	bosch sensitive (lamb & rice)	1	1
beaphar спрей	1	False	beaphar спрей	1	1
Wahre Liebe	1	False	Wahre Liebe	1	1
Tetra holiday	1	False	Tetra holiday	1	1
Super premium	1	False	Super premium	1	1
Speciality Mini Adult	1	False	Speciality Mini Adult	1	1
Small croc	1	False	Small croc	1	1
Skin Young Male	1	False	Skin Young Male	1	1
SATIETY WEIGHT MANAGEMENT SAT30	1	False	SATIETY WEIGHT MANAGEMENT SAT30	1	1
Runner	1	False	Runner	1	1
Royal canin для кошек hepatic	1	False	Royal canin для кошек hepatic	1	1
Royal Canin medium adult	1	False	Royal Canin medium adult	1	1
Royal Canin Sterilised 37 для стерилизованных кошек от 1 до 7 лет	1	False	Royal Canin Sterilised 37 для стерилизованных кошек от 1 до 7 лет	1	1
Royal Canin Neutered Weight Balance	1	False	Royal Canin Neutered Weight Balance	1	1
Royal Canin Hypoallergenic Small	1	False	Royal Canin Hypoallergenic Small	1	1
Royal Canin Hairball Care	1	False	Royal Canin Hairball Care	1	1
Royal Canin Babycat Instinctive	1	False	Royal Canin Babycat Instinctive	1	1
Royal Canin Adult Light	1	False	Royal Canin Adult Light	1	1
Royal Canin Adult Beauty	1	False	Royal Canin Adult Beauty	1	1
Pro plan delicate для котят	1	False	Pro plan delicate для котят	1	1
Pro Plan Nutrisavour Steril для стерилизованных кошек с говядиной	1	False	Pro Plan Nutrisavour Steril для стерилизованных кошек с говядиной	1	1
Pi-Pi-Bent	1	False	Pi-Pi-Bent	1	1
PROLIFE Sensitive Medium Large	1	False	PROLIFE Sensitive Medium Large	1	1
PROLIFE Runner	1	False	PROLIFE Runner	1	1
PROLIFE Puppy Mini	1	False	PROLIFE Puppy Mini	1	1
PROLIFE Puppy Large	1	False	PROLIFE Puppy Large	1	1
PROLIFE Puppy Giant	1	False	PROLIFE Puppy Giant	1	1
PROLIFE Adult Medium	1	False	PROLIFE Adult Medium	1	1
Neutered Young Male	1	False	Neutered Young Male	1	1
Mother	1	False	Mother	1	1
Monge Speciality Line Duck	1	False	Monge Speciality Line Duck	1	1
LP34	1	False	LP34	1	1
Hepatic HF26	1	False	Hepatic HF26	1	1
Happy dog struvit	1	False	Happy dog struvit	1	1
Happy dog medium adult	1	False	Happy dog medium adult	1	1
Happy dog maxi baby	1	False	Happy dog maxi baby	1	1
Happy Dog Haar Spezial Forte	1	False	Happy Dog Haar Spezial Forte	1	1
Happy Cat Supreme Junior Geflugel	1	False	Happy Cat Supreme Junior Geflugel	1	1
Happy Cat Minkas Sterilised	1	False	Happy Cat Minkas Sterilised	1	1
HAPPY DOG Skin	1	False	HAPPY DOG Skin	1	1
Golosi Tonno & Salmone Adult	1	False	Golosi Tonno & Salmone Adult	1	1
Go ягненок	1	False	Go ягненок	1	1
GOLOSI fish	1	False	GOLOSI fish	1	1
GOLOSI Baby Mini	1	False	GOLOSI Baby Mini	1	1
Fresh Step Впитывающий наполнитель	1	False	Fresh Step Впитывающий наполнитель	1	1
Fibre Response	1	False	Fibre Response	1	1
Fast	1	False	Fast	1	1
Farmina ultrahypo	1	False	Farmina ultrahypo	1	1
DR25	1	False	DR25	1	1
Bosch Sensitive Lamb & Rice	1	False	Bosch Sensitive Lamb & Rice	1	1
Best dinner дичь	1	False	Best dinner дичь	1	1
AGEING STERILISED 12	1	False	AGEING STERILISED 12	1	1
 цепь	1	False	цепь	1	1
 кошек крупных пород	1	False	кошек крупных пород	1	1
юнитабс	1	False	юнитабс	0	0
эурикан LR	1	False	эурикан LR	0	0
электроошейник	1	False	электроошейник	0	0
электронный ошейник	1	False	электронный ошейник	0	0
электролит	1	False	электролит	0	0
экокиллер	1	False	экокиллер	0	0
эдель к	1	False	эдель к	0	0
эдель	1	False	эдель	0	0
эвиталия-вет	1	False	эвиталия-вет	0	0
эвинтон	1	False	эвинтон	0	0
щетка для расчесывания	1	False	щетка для расчесывания	0	0
шнурок	1	False	шнурок	0	0
шнур для адрессника	1	False	шнур для адрессника	0	0
шнур для  адресника	1	False	шнур для адресника	0	0
шлейка медицинская	1	False	шлейка медицинская	0	0
шлейка жилет	1	False	шлейка жилет	0	0
шланг	1	False	шланг	0	0
шизир	1	False	шизир	0	0
шашка	1	False	шашка	0	0
шапки	1	False	шапки	0	0
шампунь противомикробный	1	False	шампунь противомикробный	0	0
шампунь лошадиная сила	1	False	шампунь лошадиная сила	0	0
шампунь для собак от блох	1	False	шампунь для собак от блох	0	0
шампунь для собак для короткошерстных собак	1	False	шампунь для собак для короткошерстных собак	0	0
шампунь веда для собак	1	False	шампунь веда для собак	0	0
чистящая пудра	1	False	чистящая пудра	0	0
чистый хвост	1	False	чистый хвост	0	0
чиктоник	1	False	чиктоник	0	0
чесалки	1	False	чесалки	0	0
чесалка	1	False	чесалка	0	0
цистофан	1	False	цистофан	0	0
ципролет	1	False	ципролет	0	0
ципам	1	False	ципам	0	0
циклоп	1	False	циклоп	0	0
цефриаксон	1	False	цефриаксон	0	0
цефален 1000	1	False	цефален 1000	0	0
цепь рывковая	1	False	цепь рывковая	0	0
цеосан трава	1	False	цеосан трава	0	0
хорошка	1	False	хорошка	0	0
хондроитин	1	False	хондроитин	0	0
хондартрон	1	False	хондартрон	0	0
хоменко	1	False	хоменко	0	0
хлоргексидин	1	False	хлоргексидин	0	0
хилс с лососем для собак	1	False	хилс с лососем для собак	0	0
хилс мусы	1	False	хилс мусы	0	0
хартмедин	1	False	хартмедин	0	0
хамелеон	1	False	хамелеон	0	0
фумиклин	1	False	фумиклин	0	0
фугин	1	False	фугин	0	0
форти флора	1	False	форти флора	0	0
форвед	1	False	форвед	0	0
фон для аквариума	1	False	фон для аквариума	0	0
флексопрофен	1	False	флексопрофен	0	0
фильтр для рыбок	1	False	фильтр для рыбок	0	0
фильтр для аквариума 80 литров	1	False	фильтр для аквариума 80 литров	0	0
фильтр аквариум	1	False	фильтр аквариум	0	0
филтрующие материалы	1	False	филтрующие материалы	0	0
физиологический	1	False	физиологический	0	0
фетбал	1	False	фетбал	0	0
феррум лек	1	False	феррум лек	0	0
ферпласт	1	False	ферпласт	0	0
фенивэй диффузор	1	False	фенивэй диффузор	0	0
фенбендазол	1	False	фенбендазол	0	0
фелиферон	1	False	фелиферон	0	0
фелидерм	1	False	фелидерм	0	0
феливэй	1	False	феливэй	0	0
фелвит	1	False	фелвит	0	0
фармоскидин	1	False	фармоскидин	0	0
фарина	1	False	фарина	0	0
фаворит	1	False	фаворит	0	0
ушные кали	1	False	ушные кали	0	0
ушки	1	False	ушки	0	0
утка мягкая игрушка	1	False	утка мягкая игрушка	0	0
урси	1	False	урси	0	0
уроурси	1	False	уроурси	0	0
уротропин	1	False	уротропин	0	0
урологический фотокомплект	1	False	урологический фотокомплект	0	0
урологический фитокомплекс	1	False	урологический фитокомплекс	0	0
уролесан	1	False	уролесан	0	0
урна	1	False	урна	0	0
уриноветдог	1	False	уриноветдог	0	0
уринаветдог	1	False	уринаветдог	0	0
уралесан	1	False	уралесан	0	0
упряжка	1	False	упряжка	0	0
унiсан	1	False	унiсан	0	0
ультрафиолетовая лампа	1	False	ультрафиолетовая лампа	0	0
указка	1	False	указка	0	0
удалитель клещей	1	False	удалитель клещей	0	0
удавка	1	False	удавка	0	0
угольный фильтр для туалета	1	False	угольный фильтр для туалета	0	0
туалеты для маленьких собак	1	False	туалеты для маленьких собак	0	0
туалеты для йоркширского терьера	1	False	туалеты для йоркширского терьера	0	0
туалет с травой	1	False	туалет с травой	0	0
туалет для хорька	1	False	туалет для хорька	0	0
туалет для кролика	1	False	туалет для кролика	0	0
трусы для собак гигиенические	1	False	трусы для собак гигиенические	0	0
трусы для собак	1	False	трусы для собак	0	0
трококсил	1	False	трококсил	0	0
тринорм	1	False	тринорм	0	0
трава в горшке	1	False	трава в горшке	0	0
товары для собак	1	False	товары для собак	0	0
товары для рептилий	1	False	товары для рептилий	0	0
тиопротектин	1	False	тиопротектин	0	0
тилозин 50	1	False	тилозин 50	0	0
тилозин	1	False	тилозин	0	0
тетравит	1	False	тетравит	0	0
термометр	1	False	термометр	0	0
терамицин	1	False	терамицин	0	0
таракан	1	False	таракан	0	0
тапочки	1	False	тапочки	0	0
тапки	1	False	тапки	0	0
табличка злая собака	1	False	табличка злая собака	0	0
счастливый пес сухой для собак	1	False	счастливый пес сухой для собак	0	0
сухой шампунь для кошек	1	False	сухой шампунь для кошек	0	0
сухой корм хилс для собак	1	False	сухой корм хилс для собак	0	0
сухой корм проплан	1	False	сухой корм проплан	0	0
сухой корм для стерилизованных собак	1	False	сухой корм для стерилизованных собак	0	0
сухой корм для кошек хепписат	1	False	сухой корм для кошек хепписат	0	0
сухой корм для кошек хеппикэт	1	False	сухой корм для кошек хеппикэт	0	0
сухой корм для кошек heppycat	1	False	сухой корм для кошек heppycat	0	0
сухой корм royal canin для стерелизованных кошек	1	False	сухой корм royal canin для стерелизованных кошек	0	0
сухой корм royal canin urinary s/o small dog	1	False	сухой корм royal canin urinary s/o small dog	0	0
сухой корм royal canin medium adult	1	False	сухой корм royal canin medium adult	0	0
сухое сучье молоко	1	False	сухое сучье молоко	0	0
